PC1,PC2
-0.1407793999159909,-0.7140831408645445
-0.26296003562154585,-0.6601005963014656
-0.40131765493949534,-0.5971463438735405
-0.5526288280208328,-0.5202187173205846
-0.7119849253525004,-0.42321540279093456
-0.8725490261735138,-0.29906301018316045
-1.0250450725869553,-0.14088468371196397
-1.155011452729603,0.05715262382625708
-1.2451971424296184,0.3043585702500083
-1.27369105865934,0.598842040963933
-1.2135623322636375,0.9260561406524549
-1.032860307959922,1.258798193279788
-0.6993152140126491,1.5547881670526706
-0.20310722103480988,1.7431334564003673
0.44554750292651496,1.742873301853796
1.1822199128787767,1.4627301610553365
1.8836162959994869,0.802939217760954
2.3484210070890286,-0.28775902395013636
2.319597879853892,-1.7804185765014287
1.5096288933952933,-3.505529580962664
-0.31991194247221366,-5.107963240753588
-3.196937166815842,-6.027679287571941
-6.806237907976525,-5.545674714869189
-10.36897792186651,-3.03259475062816
-12.774271556987845,1.7403842348992367
-13.045620189564712,8.279217929161021
-10.715637191115903,15.06226284051013
-5.850563301405947,20.041900466653477
0.7247516782216186,22.006446107978928
7.604523425590933,20.97690078805356
13.414331658277682,17.477016206538174
17.39097629713237,12.083308083653357
19.683958716488384,6.195760528745432
20.548493039666404,1.6428303849227646
19.795365990102585,-1.116149108134521
17.66763504525091,-2.7520434124735873
15.040413295879262,-3.944392274163683
12.578855642345825,-5.041113442680564
10.572239141665227,-6.053620017218443
8.914733986401721,-6.774142359232466
7.2265518567069185,-6.980083044480141
5.2278911893852245,-6.697507211760065
2.927855898127176,-6.22194627428545
0.48985318876586625,-5.846489071344062
-1.8836180047534903,-5.537441307077234
-4.010773009522196,-5.062166070659667
-5.771307145430123,-4.2251583411802685
-7.104981833241631,-2.944649300804973
-7.972956340937335,-1.209587925825329
-8.35369583804193,0.9219209804896633
-8.220919792371918,3.2924712559572966
-7.593295656414693,5.652194419707142
-6.498068531878816,7.734443487651373
-4.982088452558729,9.35574449425859
-3.1395943475098114,10.409059605911478
-1.1337230295523428,10.799892293886801
0.7822886557396695,10.46680503376391
2.345567921730119,9.423453247111752
3.4475416100236287,7.864827060140474
4.181593089632673,6.1522154734523555
4.741294624293159,4.640022574441768
5.269385469454268,3.4630764489328376
5.8524566021647155,2.462044377618249
6.544888441186314,1.3047026106361694
7.317747360704061,-0.3140581616844641
7.952774653531259,-2.515910172661044
8.089085555771987,-5.175586256299682
7.434303607622535,-7.985124048860421
5.895652257859783,-10.610280524599682
3.6228271281577555,-12.765294803585041
0.9995003816974289,-14.144773154823179
-1.5238043422539818,-14.45566046588743
-3.682342463993445,-13.594735772247674
-5.445110930193796,-11.742863077495382
-6.872371135579752,-9.246457352085706
-7.969831166831392,-6.56556687896328
-8.675854700628893,-4.173599495408788
-8.950063010766591,-2.33610884953092
-8.780035157113243,-0.9557971442467998
-8.184080678309257,0.18532370749379354
-7.2359322985680965,1.2522641438978253
-6.06646049210716,2.2724496427792777
-4.818535242137695,3.275217509361684
-3.5688427063226724,4.293296066667996
-2.2927406024511785,5.343623699494237
-0.8346945359042237,6.285632380373256
1.004502867355114,6.775024685058833
3.3488613361706165,6.334984109271399
6.129652003859003,4.692694009581858
8.971654640275151,2.075718830190865
11.193742531429809,-1.012929534598039
12.206306453565649,-4.2459866120797916
